r1_service_a,r1_service_b,r2_service_b,r1_service_c,r2_service_d,r1_throughput,r2_throughput,r1_mean_latency,r2_mean_latency,throughput
129,110,185,150,82,54.17,87.05,0.0017,0.0018,141.22
79,44,161,112,187,46.07,70.43,0.00167,0.0018,116.5
145,38,46,187,74,52.09,70.64,0.00179,0.00179,122.73
52,109,158,152,71,41.34,64.79,0.00156,0.00178,106.13
111,111,84,95,199,42.28,70.49,0.00157,0.00184,112.77
139,178,38,35,113,46.28,82,0.0017,0.00182,128.28
40,56,152,137,41,57.55,79.02,0.00162,0.00164,136.57
69,150,79,184,79,52.83,86.83,0.00164,0.00187,139.66
141,158,176,149,197,50.74,86.32,0.0017,0.00177,137.06
40,102,166,98,136,48.79,84.65,0.00161,0.00175,133.44
181,44,166,47,94,48.17,74.48,0.00161,0.00168,122.65
200,93,59,111,36,61.08,96.91,0.00164,0.0015,157.99
140,180,117,124,69,45.64,76.4,0.00169,0.00183,122.04
86,71,165,128,162,50.14,81.14,0.0016,0.00181,131.28
79,95,184,85,44,49.03,72.18,0.00162,0.0018,121.21
169,180,128,155,172,59.11,85.41,0.00177,0.00158,144.52
133,162,68,122,111,50.46,82.61,0.0016,0.00173,133.07
177,150,108,124,109,47.07,89.23,0.0016,0.00182,136.3
186,146,136,138,31,64.5,100,0.00175,0.00125,164.5
164,165,83,130,188,56,89.34,0.00161,0.00165,145.34
159,106,115,37,189,55.1,87.85,0.00171,0.00176,142.95
164,98,123,172,181,64.93,99.39,0.00177,0.00115,164.32
135,59,118,77,86,59.11,88.05,0.0016,0.00178,147.16
91,162,89,148,185,50.42,78.71,0.00166,0.00169,129.13
47,188,159,191,182,56,84.44,0.00162,0.0017,140.44
159,148,140,154,44,57.98,96.83,0.00169,0.00171,154.81
196,56,162,176,66,70.42,100,0.00174,0.890534,170.42
57,119,141,106,90,38.43,68.43,0.00154,0.00165,106.86
95,139,145,132,197,44.1,64.03,0.0016,0.0018,108.13
163,135,51,34,49,42.3,79.4,0.00164,0.00184,121.7
31,127,135,110,180,51.57,78.19,0.00158,0.0016,129.76
80,190,150,181,126,43.48,78.61,0.00162,0.00182,122.09
58,51,118,188,154,41.71,67,0.00163,0.00188,108.71
71,110,30,137,161,45.59,72.73,0.00158,0.00179,118.32
153,127,142,133,153,43.6,69.97,0.0016,0.00177,113.57
56,126,180,106,54,43.73,71.97,0.00163,0.00185,115.7
68,183,197,117,84,63.29,86.16,0.00174,0.00169,149.45
130,199,102,166,135,42.84,72.75,0.0016,0.00177,115.59
144,175,135,56,124,42.99,62.6,0.00165,0.00168,105.59
175,133,196,110,114,56.31,85.67,0.00171,0.00165,141.98
77,80,152,154,47,47.63,76.56,0.0016,0.00191,124.19
39,78,34,180,155,47.49,66.83,0.00157,0.00172,114.32
45,199,133,122,160,48.79,77.28,0.00166,0.0017,126.07
156,55,113,45,57,54.24,85.44,0.00166,0.00188,139.68
140,189,80,166,62,41.24,70.07,0.0016,0.00181,111.31
164,85,166,107,136,56.04,95.49,0.00164,0.0017,151.53
179,110,58,163,151,63.02,96.59,0.00175,0.00117,159.61
63,158,119,172,96,60.11,100,0.00172,0.00141,160.11
160,102,133,185,44,62.84,96.26,0.00177,0.00162,159.1
173,86,37,34,94,56.47,96.69,0.00169,0.00174,153.16
150,28,80,64,74,48,79.26,0.00168,0.0018,127.26
164,46,58,54,112,60.48,93.22,0.0017,0.00161,153.7
63,86,178,80,69,46.07,79.28,0.00164,0.00176,125.35
84,126,156,99,180,52.32,85.07,0.00176,0.00166,137.39
73,132,134,59,181,47.08,73.73,0.00166,0.00177,120.81
60,132,180,167,103,48.33,70.4,0.00169,0.00182,118.73
137,79,180,181,129,54.28,84.81,0.00156,0.00161,139.09
175,61,154,88,120,51.9,71.56,0.0017,0.00169,123.46
72,135,86,43,131,42.1,73.83,0.00162,0.00181,115.93
44,56,118,169,136,68.48,95.03,0.00173,0.00154,163.51
97,150,75,139,151,47.12,72.42,0.0016,0.00178,119.54
53,183,189,111,56,47.09,74.1,0.0016,0.00173,121.19
37,141,124,86,88,46.85,76.08,0.0016,0.0018,122.93
72,165,143,92,175,64.27,100,0.00175,0.0013,164.27
33,158,151,38,190,58.59,93.47,0.00165,0.00175,152.06
76,47,139,136,183,56.37,89.45,0.00166,0.00184,145.82
157,25,45,103,112,65.96,97.1,0.00179,0.00163,163.06
192,198,88,71,149,50.74,76.94,0.00152,0.00155,127.68
62,96,53,187,128,44.8,76.88,0.00163,0.00168,121.68
157,127,119,185,69,59.44,94.78,0.00166,0.00144,154.22
26,166,166,27,130,53.57,92.02,0.00165,0.00145,145.59
162,60,157,94,49,45.74,64.2,0.00161,0.00176,109.94
182,52,186,62,154,61.04,82.88,0.00169,0.00179,143.92
198,27,152,30,148,41.45,71.82,0.00159,0.00182,113.27
115,155,58,90,59,60.2,86.6,0.00178,0.00184,146.8
83,183,27,42,170,45.22,74.65,0.00159,0.00187,119.87
154,114,183,85,102,48.47,75.32,0.00169,0.00182,123.79
99,81,72,51,142,70.74,95.3,0.0017,0.0016,166.04
120,125,174,80,147,44.2,75.75,0.0017,0.00182,119.95
85,182,48,94,178,40.96,71.94,0.00164,0.00182,112.9
42,40,143,152,92,50.97,81.27,0.00175,0.0018,132.24
59,121,28,121,79,43.81,71.41,0.00164,0.00185,115.22
182,115,185,118,40,47.73,73.05,0.00167,0.00179,120.78
154,199,78,155,189,41.13,64.79,0.00162,0.00176,105.92
98,196,38,120,197,42.34,70.94,0.00154,0.00189,113.28
144,126,149,128,95,51.77,91.12,0.00158,0.00158,142.89
100,113,69,114,191,59.61,100,0.00163,0.00138,159.61
110,65,85,176,107,59.63,96.9,0.00158,0.00142,156.53
180,51,30,155,55,54.95,85.91,0.00171,0.00171,140.86
56,110,97,42,73,53.21,92.5,0.00173,0.00154,145.71
66,118,156,191,121,48.1,74.27,0.00167,0.0017,122.37
36,147,193,193,184,49.07,82.62,0.00163,0.0016,131.69
129,39,130,60,109,45.97,74.82,0.00168,0.00188,120.79
86,132,55,200,130,47.54,71.47,0.0017,0.0019,119.01
42,31,82,39,44,45.26,73.29,0.0016,0.00184,118.55
63,56,197,164,28,62.37,94.98,0.0018,0.00156,157.35
178,177,82,34,94,46.29,84.52,0.0016,0.00179,130.81
108,200,131,199,164,46.98,77.63,0.00156,0.0018,124.61
127,156,34,144,40,62.45,96.05,0.00172,0.00179,158.5
52,199,117,33,93,43.45,78.84,0.00165,0.00188,122.29
110,158,38,144,82,45.18,83.78,0.00163,0.0018,128.96
142,132,57,118,28,42.54,73.5,0.00159,0.00167,116.04
30,89,197,149,33,59.38,84.78,0.00164,0.00117,144.16
47,156,111,87,118,50.74,73.52,0.00168,0.00178,124.26
37,123,51,85,189,48.42,81.48,0.00162,0.00177,129.9
148,75,176,161,37,57.04,95.87,0.00166,0.00148,152.91
165,112,200,185,135,70.38,97.19,0.00173,0.00122,167.57
40,198,77,197,102,49.77,83.59,0.00148,0.00128,133.36
137,50,116,116,103,41.23,72.03,0.00153,0.00167,113.26
147,145,191,137,176,54.89,85.51,0.00177,0.00153,140.4
170,107,168,88,168,52.73,75.93,0.00168,0.00171,128.66
39,63,50,156,155,48.28,79.96,0.00165,0.00184,128.24
135,163,100,52,41,54.12,85.66,0.00176,0.00184,139.78
117,103,38,199,187,48.15,70.41,0.00179,0.00181,118.56
76,148,65,69,163,50.23,78.61,0.0017,0.00178,128.84
47,100,161,97,150,44.29,79.16,0.00159,0.00182,123.45
25,175,42,142,80,47.87,74.8,0.00165,0.00181,122.67
43,40,76,81,27,48.88,79.02,0.00171,0.00188,127.9
154,116,129,63,106,43.04,68.1,0.001,0.00174,111.14
47,132,98,175,180,49.95,71.29,0.00174,0.0018,121.24
113,135,38,25,176,43.97,75.28,0.00156,0.00186,119.25
92,189,78,88,46,55,87.97,0.00174,0.00182,142.97
139,174,125,82,32,45.67,69.45,0.00163,0.00185,115.12
189,87,49,180,180,44.62,69.04,0.00167,0.00185,113.66
46,117,86,143,95,44.06,71.87,0.00166,0.00177,115.93
40,112,142,35,109,31.84,49.65,0.00155,0.00174,81.49
123,82,46,119,92,41.89,63.46,0.0017,0.00174,105.35
160,164,160,61,102,34.63,63.02,0.00154,0.00171,97.65
142,49,65,30,179,36.73,57.93,0.00142,0.00184,94.66
70,167,108,121,168,36.09,62.31,0.00156,0.00176,98.4
87,66,173,197,154,30.46,50.35,0.0015,0.00176,80.81
107,171,200,116,172,39.52,61.44,0.00167,0.00179,100.96
105,119,140,122,130,31.73,52.7,0.001,0.00173,84.43
176,94,196,73,62,36.63,61.32,0.00161,0.00182,97.95
38,32,117,83,125,36.78,54.53,0.00153,0.00179,91.31
132,103,117,194,142,35.99,52.2,0.0016,0.0018,88.19
90,126,145,125,90,34.48,56.04,0.00152,0.00178,90.52
111,164,163,109,146,38.41,48.7,0.00159,0.0017,87.11
97,29,194,133,109,33.33,61.6,0.00143,0.00189,94.93
66,47,138,154,92,32.56,50.84,0.00149,0.00173,83.4
159,70,122,187,186,29.25,56.5,0.00135,0.0018,85.75
137,159,30,59,164,39.48,61.63,0.00156,0.00177,101.11
70,127,133,165,41,41.44,64.71,0.00165,0.00182,106.15
198,174,43,116,88,35.99,55.31,0.00156,0.0018,91.3
196,62,93,137,188,31.05,61.64,0.00149,0.00174,92.69
79,96,65,90,178,59.76,90.92,0.00167,0.00172,150.68
82,69,181,147,136,59.44,99.2,0.00165,0.00128,158.64
140,131,160,180,93,63.96,85.9,0.00177,0.00172,149.86
108,65,102,51,131,51.25,82.91,0.00169,0.0018,134.16
57,88,159,184,144,46.45,72.75,0.00165,0.00187,119.2
193,200,101,127,64,49.21,75.5,0.00165,0.0019,124.71
109,177,148,154,42,54.28,84.32,0.00175,0.0017,138.6
34,176,50,121,173,43.6,79.04,0.00159,0.00188,122.64
74,114,118,185,43,49.58,79.82,0.00172,0.0019,129.4
103,106,195,138,179,43.62,82.57,0.0016,0.00175,126.19
136,127,180,119,72,44.66,78.16,0.00155,0.00179,122.82
135,111,66,124,127,58.77,88.94,0.0017,0.00163,147.71
44,117,108,71,130,47.55,72.28,0.00173,0.00194,119.83
37,121,183,178,187,46.48,64.31,0.00169,0.00178,110.79
58,163,116,174,45,45.55,80.74,0.00157,0.00182,126.29
116,173,145,81,80,44.76,84.82,0.00158,0.00176,129.58
194,99,52,110,40,46.62,75.52,0.00164,0.00186,122.14
131,53,113,52,194,45.4,79.28,0.00161,0.00186,124.68
183,140,199,148,63,48.24,68.5,0.0017,0.00182,116.74
112,102,59,113,106,68.06,95.43,0.00177,0.0015,163.49
88,147,177,192,67,48.85,73.53,0.00155,0.00166,122.38
64,82,90,133,57,68.67,100,0.00167,0.00134,168.67
37,33,95,131,35,55.87,82.65,0.00166,0.00177,138.52
165,178,59,101,135,49.95,81.3,0.00163,0.0018,131.25
39,156,132,77,125,56.03,87.56,0.0016,0.00162,143.59
93,184,132,163,78,53.38,84.16,0.00163,0.0018,137.54
194,124,30,127,148,44.17,71.6,0.00168,0.00185,115.77
153,180,100,59,134,42.72,74.75,0.00165,0.00178,117.47
187,47,61,125,114,41.23,73.37,0.00161,0.00189,114.6
38,134,135,74,199,48.52,72.12,0.001,0.0018,120.64
119,80,195,52,108,49.91,75.77,0.00166,0.00185,125.68
97,97,194,81,175,57.59,91.57,0.00172,0.00157,149.16
128,50,33,115,31,48.75,80.08,0.00156,0.00174,128.83
75,161,37,87,131,38,76.98,0.00164,0.00174,114.98
28,165,63,26,107,48.7,73.45,0.00164,0.00174,122.15
189,91,128,138,55,56.6,82.97,0.00158,0.00139,139.57
42,39,28,66,185,50.97,76.9,0.00167,0.00182,127.87
86,88,40,45,82,40.78,70.87,0.0016,0.00179,111.65
109,151,146,156,41,40.61,78.16,0.00163,0.0017,118.77
78,172,183,164,32,65.37,97.34,0.00175,0.0014,162.71
132,129,130,197,30,51.47,85.77,0.00165,0.00178,137.24
161,59,139,157,117,49.72,74.65,0.0016,0.00181,124.37
122,43,112,87,103,54.64,80.49,0.00165,0.00187,135.13
32,80,76,81,157,47.77,75.48,0.00161,0.00173,123.25
33,173,26,100,160,52.79,79.9,0.00161,0.00171,132.69
117,122,136,173,75,52,85.96,0.00171,0.0018,137.96
192,200,177,164,76,47.82,67.57,0.00165,0.00184,115.39
140,75,66,188,109,54.44,91.59,0.00165,0.00153,146.03
145,51,135,60,78,44.25,71.03,0.00156,0.00185,115.28
106,112,183,132,177,65.21,95.1,0.00166,0.00149,160.31
142,175,135,193,185,53.57,70.94,0.00166,0.00175,124.51
179,91,134,157,39,51.16,75.03,0.00169,0.00185,126.19
175,170,27,194,165,45.65,72.63,0.00161,0.0018,118.28
140,37,180,162,43,40.85,72.95,0.00155,0.00184,113.8
169,72,162,108,74,47.4,77.56,0.00168,0.0019,124.96
48,154,47,115,148,65.83,96.78,0.00169,0.00159,162.61
139,26,132,41,135,45.73,71.77,0.00167,0.00183,117.5
185,178,84,96,51,47.97,72.44,0.00163,0.00184,120.41
143,172,28,62,191,49.35,74.42,0.0017,0.00178,123.77
144,44,180,118,123,50.46,78.05,0.00173,0.00191,128.51
91,187,160,81,192,56.74,91.35,0.00165,0.00175,148.09
123,151,168,85,128,73.56,100,0.0017,0.843639,173.56
28,180,174,76,67,68.47,98.37,0.00167,0.0015,166.84
108,132,190,107,28,55.29,88.99,0.00155,0.00152,144.28
127,28,76,56,129,53.48,84.78,0.0015,0.00183,138.26
188,98,112,54,99,59.57,85.21,0.00172,0.00184,144.78
156,154,28,116,45,46.39,73,0.00162,0.00184,119.39
50,25,100,175,54,63.41,95.03,0.00179,0.00152,158.44
126,181,176,126,45,45.97,72.52,0.00166,0.0019,118.49
154,196,88,74,79,53.96,82.87,0.00173,0.00193,136.83
145,154,84,29,46,43.64,68.9,0.00158,0.00178,112.54
165,200,112,126,46,41.61,83.7,0.00162,0.00184,125.31
166,31,35,167,79,58.33,94.1,0.00173,0.00162,152.43
138,62,132,34,179,46.02,71.64,0.00169,0.00185,117.66
167,74,60,71,181,46.9,76.5,0.00167,0.00184,123.4
186,29,177,200,129,41.48,73.53,0.00156,0.00181,115.01
29,32,73,99,99,64.68,96.71,0.00175,0.00123,161.39
151,121,121,109,167,43.69,73.53,0.00165,0.00179,117.22
28,159,84,123,45,43.64,71.32,0.00164,0.00188,114.96
63,68,107,137,86,46.24,84.43,0.00159,0.00189,130.67
121,142,68,120,118,57.88,93.38,0.00172,0.00154,151.26
75,96,167,193,43,56.51,100,0.00164,0.00147,156.51
166,90,143,193,71,54.7,87.47,0.00166,0.00176,142.17
26,191,110,104,195,50.87,70.04,0.00182,0.00191,120.91
140,38,158,122,65,50.56,69.5,0.00173,0.00178,120.06
132,29,89,39,196,44.98,70.77,0.0015,0.00188,115.75
112,27,193,79,51,59.04,87.07,0.00175,0.00178,146.11
119,98,193,198,25,42.94,77.89,0.00159,0.00187,120.83
87,50,192,103,106,50.79,79.34,0.0017,0.00194,130.13
133,127,36,89,123,46.35,74.6,0.00161,0.00182,120.95
128,183,175,114,42,46.05,73.37,0.00159,0.0016,119.42
168,177,134,124,70,68.62,100,0.00174,0.00133,168.62
189,39,132,98,30,47.27,64.5,0.00165,0.00179,111.77
199,46,78,158,86,40.93,68.37,0.0016,0.00169,109.3
78,200,45,87,107,65.83,95.45,0.0017,0.0016,161.28
40,82,175,107,58,46.85,65.67,0.00166,0.00182,112.52
161,39,191,101,174,45.87,73.35,0.00159,0.00172,119.22
194,115,49,136,34,53.57,72.77,0.00175,0.00186,126.34
47,35,42,71,70,61.69,99.5,0.00168,0.00147,161.19
184,136,200,198,165,48.32,84.94,0.00165,0.00186,133.26
54,164,73,118,68,63.65,93.03,0.0018,0.00173,156.68
37,41,195,44,127,56.84,94.19,0.00157,0.00133,151.03
111,60,76,98,97,49.86,77.67,0.00163,0.00172,127.53
39,198,191,109,182,45.4,71.01,0.0016,0.0017,116.41
167,81,148,79,44,52.17,79.63,0.00163,0.0016,131.8
95,25,49,64,187,58.29,86.91,0.0017,0.00181,145.2
190,180,134,167,42,45.83,76.72,0.00168,0.00177,122.55
128,166,35,72,99,62.84,96.8,0.00167,0.00166,159.64
128,113,190,39,185,44.13,65.93,0.00171,0.00177,110.06
75,198,42,60,184,60.11,88.25,0.00167,0.00174,148.36
55,112,186,62,140,46.52,71.07,0.00154,0.00174,117.59
98,99,109,139,198,46.65,73.62,0.00163,0.00183,120.27
125,152,63,166,97,66.54,92.12,0.00177,0.00173,158.66
44,152,68,190,96,44.53,68.1,0.00167,0.00183,112.63
36,134,190,131,83,49.86,68.56,0.00168,0.00179,118.42
41,75,60,55,135,49.3,70.88,0.00172,0.00182,120.18
144,97,125,67,29,45.35,73.05,0.0016,0.00194,118.4
83,25,155,53,197,42.76,70.07,0.00154,0.00187,112.83
105,58,156,75,184,45.13,77.18,0.00162,0.00187,122.31
46,142,140,139,84,45.13,74.23,0.00159,0.00187,119.36
171,195,103,104,71,39.83,63.26,0.00163,0.0018,103.09
153,90,25,183,134,54.93,79.74,0.00157,0.00171,134.67
163,51,108,191,156,50.93,79.48,0.0017,0.00191,130.41
94,49,51,82,172,49.95,82.9,0.00169,0.00187,132.85
147,127,138,56,148,47.26,67.97,0.0017,0.00181,115.23
56,142,185,107,29,43.76,71.37,0.00164,0.00183,115.13
124,157,27,111,37,53.42,81.46,0.00165,0.00179,134.88
106,200,182,197,180,38.56,75.3,0.00162,0.0019,113.86
197,190,174,182,70,58.94,91.44,0.00165,0.00176,150.38
197,179,198,32,157,42.26,70.59,0.0016,0.00186,112.85
121,124,84,87,96,47.13,78.11,0.00168,0.00188,125.24
101,146,123,108,106,44.9,64.57,0.00171,0.00183,109.47
196,160,78,169,72,46.29,71.47,0.00164,0.0018,117.76
193,120,54,150,76,47.08,61.36,0.00171,0.00184,108.44
63,151,63,136,148,62.28,85.53,0.00158,0.00157,147.81
91,82,178,193,140,52.46,71.07,0.00167,0.00179,123.53
187,177,154,50,94,47.36,67.47,0.00165,0.00188,114.83
54,35,130,142,146,47.53,67.67,0.00169,0.00167,115.2
63,137,138,53,110,58.14,97.03,0.00173,0.00154,155.17
38,151,175,186,166,43.1,77.9,0.00167,0.00186,121
139,164,139,75,28,54.24,84.96,0.00173,0.00179,139.2
139,59,73,185,179,57.86,85.02,0.00154,0.00161,142.88
169,156,48,168,67,51.3,79.04,0.00175,0.00186,130.34
127,184,123,166,93,52.88,80.58,0.0018,0.00186,133.46
165,140,183,67,71,47.59,67.74,0.00173,0.00187,115.33
188,181,145,48,153,44.57,70.24,0.00164,0.00183,114.81
86,110,140,131,181,58.8,86.99,0.00167,0.00174,145.79
69,70,129,170,134,42.7,71.7,0.00165,0.00182,114.4
166,180,180,176,84,52.79,76.6,0.00171,0.00168,129.39
143,92,58,132,128,43.51,73.7,0.00166,0.00186,117.21
169,62,85,69,192,49.26,82.48,0.00172,0.00191,131.74
123,156,37,174,196,41.07,76.15,0.00156,0.00172,117.22
139,50,52,177,50,46.38,71.49,0.00167,0.00178,117.87
45,192,108,49,159,40.65,72.55,0.00161,0.00191,113.2
173,128,85,65,60,43.79,68,0.00161,0.00185,111.79
56,192,119,58,115,45.92,66.13,0.0017,0.00188,112.05
106,29,28,36,65,50.83,71.01,0.00175,0.0018,121.84
171,145,161,112,113,47.59,74.27,0.00172,0.0018,121.86
187,127,89,163,127,62.8,87.07,0.00167,0.00162,149.87
170,176,153,196,118,45.45,69.87,0.00167,0.0018,115.32
78,168,134,27,76,44.41,77.33,0.00144,0.0016,121.74
143,121,125,77,25,53.75,77.39,0.0017,0.001,131.14
33,162,62,173,31,45.36,79.66,0.0016,0.00176,125.02
97,73,104,70,29,45.01,74.4,0.00164,0.00186,119.41
98,88,56,49,145,47.73,73.73,0.00164,0.00177,121.46
193,78,183,150,109,53.48,74.23,0.00159,0.00181,127.71
48,116,185,136,45,48.33,70.74,0.00166,0.00178,119.07
165,42,99,106,64,54.98,83.92,0.00153,0.00168,138.9
33,31,143,107,100,42.87,73.67,0.00162,0.00178,116.54
114,113,108,169,54,60.07,91.47,0.0017,0.00166,151.54
91,42,115,132,102,47.31,70.67,0.00171,0.00185,117.98
141,113,52,181,179,45.92,73.2,0.00167,0.00188,119.12
30,146,43,95,114,69.36,100,0.00168,0.0013,169.36
152,133,103,94,92,42.79,70.28,0.00164,0.00182,113.07
75,190,118,26,111,43.15,77.62,0.00158,0.00173,120.77
44,36,67,69,197,51.86,84.98,0.0017,0.001,136.84
107,40,152,114,56,46.57,69.27,0.00162,0.00174,115.84
134,116,102,43,86,46.8,69.81,0.00164,0.0018,116.61
58,139,114,105,146,44.4,76.82,0.00166,0.00182,121.22
142,68,153,177,120,49.54,69.16,0.00165,0.00183,118.7
25,196,125,168,146,55.59,82.81,0.00165,0.00179,138.4
196,95,183,149,91,60.11,93.98,0.00174,0.00128,154.09
162,121,82,174,92,54.38,89.03,0.00161,0.0018,143.41
152,44,107,181,60,60.41,91.94,0.00168,0.00167,152.35
77,106,139,185,125,50.79,79.66,0.00152,0.00169,130.45
70,94,177,49,183,49.77,68.1,0.0017,0.00181,117.87
39,183,35,192,66,59.12,80.02,0.00172,0.00182,139.14
155,25,75,91,121,45.1,76.67,0.00156,0.00174,121.77
164,146,158,92,195,55.83,77.05,0.0018,0.00187,132.88
102,137,128,162,68,41.85,67.1,0.00152,0.00181,108.95
62,63,156,38,145,48.47,72.24,0.00168,0.00169,120.71
177,115,144,188,123,58.19,92.22,0.00164,0.00123,150.41
114,117,88,167,136,45.77,75.7,0.00159,0.0018,121.47
160,63,162,80,196,47.63,72.14,0.00165,0.00188,119.77
174,91,31,180,179,43.15,69.86,0.00157,0.00176,113.01
125,198,112,132,84,42.14,73.9,0.00152,0.00179,116.04
142,94,105,82,79,48.05,76.03,0.0016,0.00179,124.08
194,85,57,96,116,46.7,80.3,0.00162,0.0019,127
148,179,132,141,49,46.15,63.93,0.00155,0.00166,110.08
142,25,58,48,51,44.33,69.74,0.00166,0.00179,114.07
38,111,79,142,62,55.19,85.17,0.00171,0.0019,140.36
141,188,58,190,187,54.18,95.45,0.00166,0.00153,149.63
140,184,159,185,163,55.64,93.63,0.00171,0.0018,149.27
57,183,72,180,125,52.89,76.8,0.00172,0.00182,129.69
132,46,154,190,195,58.25,84.48,0.0017,0.00184,142.73
132,98,98,153,68,54.6,87.23,0.00163,0.00183,141.83
68,35,177,56,146,66.17,100,0.00164,0.001,166.17
108,178,28,38,137,46.62,69.82,0.00151,0.00165,116.44
152,49,195,89,61,48.23,79.84,0.00177,0.00191,128.07
124,100,196,94,190,49.68,69.67,0.00171,0.00164,119.35
44,31,102,165,114,47.68,72.36,0.00165,0.00181,120.04
58,35,60,45,77,67.1,99.2,0.00173,0.971281,166.3
200,137,188,195,178,51.58,91.96,0.0016,0.00173,143.54
200,94,38,50,110,44.9,71.57,0.00159,0.00172,116.47
140,176,113,77,199,54.46,86.49,0.00161,0.00155,140.95
74,135,155,119,103,46.34,74.53,0.0017,0.00173,120.87
113,141,50,95,63,42.83,59.19,0.00162,0.00183,102.02
76,159,194,188,126,50.28,69.87,0.00157,0.0017,120.15
107,36,181,90,87,63.63,91.72,0.00177,0.00171,155.35
49,86,163,132,117,40.59,64.4,0.00166,0.00177,104.99
123,124,37,198,121,56.85,90.34,0.00164,0.00179,147.19
165,86,82,51,134,48.14,76.76,0.00166,0.0018,124.9
180,160,47,155,40,54.45,83.3,0.00167,0.00171,137.75
122,98,101,45,149,47.17,77.82,0.00153,0.00172,124.99
54,66,137,161,156,45.83,77.66,0.00164,0.00175,123.49
161,173,75,188,188,52.41,84.26,0.0017,0.0018,136.67
151,171,52,29,105,53.62,90.21,0.00164,0.00175,143.83
127,72,28,26,57,45.61,78.02,0.00166,0.00186,123.63
31,110,75,179,37,47.67,80.79,0.00167,0.0019,128.46
106,49,119,196,184,43.74,76.55,0.00154,0.00189,120.29
186,32,68,167,67,44.86,65.17,0.00165,0.00185,110.03
92,176,80,95,113,64.38,100,0.00173,0.0014,164.38
100,162,27,162,107,46.47,71.64,0.00164,0.00184,118.11
82,144,89,199,141,43.06,70.93,0.00159,0.00179,113.99
54,60,171,185,64,65.27,87.05,0.00177,0.00159,152.32
35,29,76,59,120,45.64,76.15,0.00165,0.00181,121.79
167,145,128,111,168,47.07,79.52,0.0017,0.0017,126.59
174,130,81,136,48,48.98,75.75,0.00167,0.00179,124.73
88,92,107,131,185,66.11,100,0.00172,0.00111,166.11
120,73,179,74,30,43.36,63.76,0.00158,0.00171,107.12
146,115,88,66,73,54.29,89.24,0.00163,0.00184,143.53
60,172,115,41,134,57.32,88.91,0.00169,0.00165,146.23
197,187,153,120,140,53.77,85.57,0.00162,0.00158,139.34
140,52,35,142,157,51.44,80.28,0.00174,0.00192,131.72
73,89,61,132,154,50.19,79.4,0.0016,0.00179,129.59
161,139,29,89,87,46.39,74.97,0.00164,0.00185,121.36
174,155,196,102,156,56.77,89.89,0.00163,0.00179,146.66
72,102,86,66,111,43.44,76.68,0.0016,0.00189,120.12
175,200,190,74,73,56.67,87.59,0.00175,0.00187,144.26
79,148,35,46,175,51.62,70.54,0.00172,0.00166,122.16
132,181,101,51,49,46.69,76.2,0.0017,0.00191,122.89
52,96,173,181,140,43.41,68.57,0.0017,0.00181,111.98
47,32,126,116,112,42.86,66.2,0.00168,0.0018,109.06
133,74,175,172,37,37.03,62.86,0.00162,0.00189,99.89
127,102,146,48,150,55.01,86.8,0.00158,0.00168,141.81
28,187,122,125,88,42.15,69.97,0.00161,0.00177,112.12
83,64,163,47,117,41.52,65.63,0.0016,0.00189,107.15
104,161,95,73,124,47.21,75.9,0.00167,0.00186,123.11
67,53,159,188,163,72.7,100,0.0016,0.00121,172.7
112,130,38,94,46,47.87,74.12,0.0017,0.00177,121.99
58,133,99,171,168,51.81,91.77,0.0016,0.0017,143.58
93,27,29,25,59,49.54,76.53,0.0016,0.0017,126.07
181,49,61,142,31,54.07,87.82,0.00166,0.00179,141.89
151,31,52,129,154,39.09,71.07,0.00158,0.00183,110.16
99,193,66,184,25,43.8,72.07,0.00166,0.00186,115.87
190,113,117,198,80,48.38,88.29,0.00168,0.0018,136.67
145,96,187,71,143,35.73,71.29,0.00159,0.0018,107.02
40,114,91,119,168,47.11,82.43,0.00173,0.00181,129.54
89,63,134,124,53,47.35,70.94,0.00172,0.0018,118.29
175,66,156,37,59,45.46,80.02,0.00157,0.00176,125.48
161,45,178,123,152,42.01,72.22,0.00151,0.00182,114.23
198,124,160,43,96,45.08,67.73,0.00166,0.00176,112.81
153,188,105,190,84,50.32,72.16,0.00162,0.00183,122.48
138,121,49,30,161,48.61,79.54,0.00158,0.00162,128.15
83,112,91,46,69,46.67,70.73,0.00166,0.00181,117.4
125,87,123,95,73,46.29,71.17,0.00165,0.00183,117.46
52,139,183,54,193,43.41,73.77,0.00149,0.0017,117.18
25,160,61,188,73,59.39,94.33,0.00166,0.0016,153.72
85,110,154,113,81,40.26,77.3,0.00157,0.00182,117.56
33,85,57,126,87,43.28,66.43,0.00168,0.00186,109.71
195,91,41,53,79,51.54,88.43,0.00158,0.00164,139.97
54,80,34,48,132,44.32,65.9,0.00165,0.0018,110.22
81,73,84,134,154,68.62,95.3,0.00171,0.00139,163.92
164,36,121,68,134,65.43,95.77,0.00177,0.00167,161.2
102,137,156,95,142,60.52,92.76,0.00173,0.00169,153.28
40,31,157,73,38,54.05,90.95,0.00167,0.00185,145
110,168,38,145,182,49.58,86.02,0.00165,0.00181,135.6
35,59,132,139,63,54.23,76.43,0.00178,0.00189,130.66
148,197,167,61,169,48.52,69.54,0.00172,0.0018,118.06
81,66,119,92,169,46.01,72.3,0.0017,0.00188,118.31
105,199,181,63,120,65.67,84.23,0.00179,0.0019,149.9
96,172,76,166,79,38.72,71.33,0.00153,0.00191,110.05
